score,method,condition,process,item,subject
100.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D016
98.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D017
100.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D018
80.0,PE,Q5,PE_1024_MS_NMR16,PE_CreatureFromTheBlackjackTable,D019
100.0,PE,Ref,reference,PE_27_castanets,D005
100.0,PE,Ref,reference,PE_27_castanets,D013
100.0,PE,Ref,reference,PE_27_castanets,D014
100.0,PE,Ref,reference,PE_27_castanets,D015
100.0,PE,Ref,reference,PE_27_castanets,D016
100.0,PE,Ref,reference,PE_27_castanets,D017
100.0,PE,Ref,reference,PE_27_castanets,D018
100.0,PE,Ref,reference,PE_27_castanets,D019
100.0,PE,Ref,reference,PE_39_clapping,D005
100.0,PE,Ref,reference,PE_39_clapping,D013
100.0,PE,Ref,reference,PE_39_clapping,D014
100.0,PE,Ref,reference,PE_39_clapping,D015
100.0,PE,Ref,reference,PE_39_clapping,D016
100.0,PE,Ref,reference,PE_39_clapping,D017
100.0,PE,Ref,reference,PE_39_clapping,D018
100.0,PE,Ref,reference,PE_39_clapping,D019
95.0,PE,Ref,reference,PE_AmateurOnPurpose,D005
100.0,PE,Ref,reference,PE_AmateurOnPurpose,D013
100.0,PE,Ref,reference,PE_AmateurOnPurpose,D014
98.0,PE,Ref,reference,PE_AmateurOnPurpose,D015
86.0,PE,Ref,reference,PE_AmateurOnPurpose,D016
99.0,PE,Ref,reference,PE_AmateurOnPurpose,D017
100.0,PE,Ref,reference,PE_AmateurOnPurpose,D018
100.0,PE,Ref,reference,PE_AmateurOnPurpose,D019
100.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D005
100.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D013
100.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D014
99.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D015
95.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D016
100.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D017
67.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D018
100.0,PE,Ref,reference,PE_CreatureFromTheBlackjackTable,D019
28.0,SH,LP3.5,LP35,SH_04_choral,D005
21.0,SH,LP3.5,LP35,SH_04_choral,D013
40.0,SH,LP3.5,LP35,SH_04_choral,D014
10.0,SH,LP3.5,LP35,SH_04_choral,D015
42.0,SH,LP3.5,LP35,SH_04_choral,D016
11.0,SH,LP3.5,LP35,SH_04_choral,D017
27.0,SH,LP3.5,LP35,SH_04_choral,D018
10.0,SH,LP3.5,LP35,SH_04_choral,D019
20.0,SH,LP3.5,LP35,SH_13_glockenspiel,D005
20.0,SH,LP3.5,LP35,SH_13_glockenspiel,D013
34.0,SH,LP3.5,LP35,SH_13_glockenspiel,D014
10.0,SH,LP3.5,LP35,SH_13_glockenspiel,D015
40.0,SH,LP3.5,LP35,SH_13_glockenspiel,D016
11.0,SH,LP3.5,LP35,SH_13_glockenspiel,D017
26.0,SH,LP3.5,LP35,SH_13_glockenspiel,D018
30.0,SH,LP3.5,LP35,SH_13_glockenspiel,D019
26.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D005
21.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D013
46.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D014
11.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D015
38.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D016
20.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D017
6.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D018
10.0,SH,LP3.5,LP35,SH_AmateurOnPurpose,D019
21.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D005
29.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D013
43.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D014
9.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D015
32.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D016
11.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D017
8.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D018
10.0,SH,LP3.5,LP35,SH_CreatureFromTheBlackjackTable,D019
40.0,SH,LP7,LP70,SH_04_choral,D005
60.0,SH,LP7,LP70,SH_04_choral,D013
53.0,SH,LP7,LP70,SH_04_choral,D014
46.0,SH,LP7,LP70,SH_04_choral,D015
62.0,SH,LP7,LP70,SH_04_choral,D016
57.0,SH,LP7,LP70,SH_04_choral,D017
48.0,SH,LP7,LP70,SH_04_choral,D018
20.0,SH,LP7,LP70,SH_04_choral,D019
29.0,SH,LP7,LP70,SH_13_glockenspiel,D005
28.0,SH,LP7,LP70,SH_13_glockenspiel,D013
53.0,SH,LP7,LP70,SH_13_glockenspiel,D014
90.0,SH,LP7,LP70,SH_13_glockenspiel,D015
70.0,SH,LP7,LP70,SH_13_glockenspiel,D016
55.0,SH,LP7,LP70,SH_13_glockenspiel,D017
57.0,SH,LP7,LP70,SH_13_glockenspiel,D018
70.0,SH,LP7,LP70,SH_13_glockenspiel,D019
32.0,SH,LP7,LP70,SH_AmateurOnPurpose,D005
40.0,SH,LP7,LP70,SH_AmateurOnPurpose,D013
81.0,SH,LP7,LP70,SH_AmateurOnPurpose,D014
16.0,SH,LP7,LP70,SH_AmateurOnPurpose,D015
53.0,SH,LP7,LP70,SH_AmateurOnPurpose,D016
36.0,SH,LP7,LP70,SH_AmateurOnPurpose,D017
45.0,SH,LP7,LP70,SH_AmateurOnPurpose,D018
20.0,SH,LP7,LP70,SH_AmateurOnPurpose,D019
28.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D005
40.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D013
56.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D014
18.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D015
50.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D016
21.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D017
47.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D018
40.0,SH,LP7,LP70,SH_CreatureFromTheBlackjackTable,D019
55.0,SH,Q1,SH70_MS,SH_04_choral,D005
37.0,SH,Q1,SH70_MS,SH_04_choral,D013
35.0,SH,Q1,SH70_MS,SH_04_choral,D014
26.0,SH,Q1,SH70_MS,SH_04_choral,D015
25.0,SH,Q1,SH70_MS,SH_04_choral,D016
10.0,SH,Q1,SH70_MS,SH_04_choral,D017
10.0,SH,Q1,SH70_MS,SH_04_choral,D018
16.0,SH,Q1,SH70_MS,SH_04_choral,D019
39.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D005
40.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D013
6.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D014
17.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D015
25.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D016
4.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D017
3.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D018
0.0,SH,Q1,SH70_MS,SH_13_glockenspiel,D019
37.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D005
22.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D013
37.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D014
28.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D015
22.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D016
15.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D017
14.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D018
30.0,SH,Q1,SH70_MS,SH_AmateurOnPurpose,D019
48.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D005
40.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D013
23.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D014
23.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D015
15.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D016
9.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D017
12.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D018
20.0,SH,Q1,SH70_MS,SH_CreatureFromTheBlackjackTable,D019
59.0,SH,Q2,SH50_MS,SH_04_choral,D005
40.0,SH,Q2,SH50_MS,SH_04_choral,D013
47.0,SH,Q2,SH50_MS,SH_04_choral,D014
32.0,SH,Q2,SH50_MS,SH_04_choral,D015
32.0,SH,Q2,SH50_MS,SH_04_choral,D016
13.0,SH,Q2,SH50_MS,SH_04_choral,D017
19.0,SH,Q2,SH50_MS,SH_04_choral,D018
30.0,SH,Q2,SH50_MS,SH_04_choral,D019
54.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D005
52.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D013
24.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D014
31.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D015
35.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D016
10.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D017
21.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D018
20.0,SH,Q2,SH50_MS,SH_13_glockenspiel,D019
50.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D005
49.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D013
74.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D014
35.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D015
30.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D016
14.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D017
20.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D018
50.0,SH,Q2,SH50_MS,SH_AmateurOnPurpose,D019
54.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D005
69.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D013
32.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D014
36.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D015
20.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D016
10.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D017
44.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D018
30.0,SH,Q2,SH50_MS,SH_CreatureFromTheBlackjackTable,D019
89.0,SH,Q3,SH30_MS,SH_04_choral,D005
70.0,SH,Q3,SH30_MS,SH_04_choral,D013
43.0,SH,Q3,SH30_MS,SH_04_choral,D014
64.0,SH,Q3,SH30_MS,SH_04_choral,D015
56.0,SH,Q3,SH30_MS,SH_04_choral,D016
18.0,SH,Q3,SH30_MS,SH_04_choral,D017
21.0,SH,Q3,SH30_MS,SH_04_choral,D018
50.0,SH,Q3,SH30_MS,SH_04_choral,D019
64.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D005
50.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D013
63.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D014
69.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D015
50.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D016
15.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D017
10.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D018
40.0,SH,Q3,SH30_MS,SH_13_glockenspiel,D019
82.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D005
69.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D013
58.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D014
52.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D015
69.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D016
26.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D017
71.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D018
40.0,SH,Q3,SH30_MS,SH_AmateurOnPurpose,D019
61.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D005
52.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D013
64.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D014
46.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D015
56.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D016
16.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D017
68.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D018
70.0,SH,Q3,SH30_MS,SH_CreatureFromTheBlackjackTable,D019
81.0,SH,Q4,SH20_MS,SH_04_choral,D005
81.0,SH,Q4,SH20_MS,SH_04_choral,D013
67.0,SH,Q4,SH20_MS,SH_04_choral,D014
91.0,SH,Q4,SH20_MS,SH_04_choral,D015
67.0,SH,Q4,SH20_MS,SH_04_choral,D016
52.0,SH,Q4,SH20_MS,SH_04_choral,D017
55.0,SH,Q4,SH20_MS,SH_04_choral,D018
44.0,SH,Q4,SH20_MS,SH_04_choral,D019
72.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D005
73.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D013
48.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D014
51.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D015
63.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D016
14.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D017
49.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D018
50.0,SH,Q4,SH20_MS,SH_13_glockenspiel,D019
88.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D005
62.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D013
94.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D014
71.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D015
66.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D016
17.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D017
57.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D018
60.0,SH,Q4,SH20_MS,SH_AmateurOnPurpose,D019
83.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D005
68.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D013
58.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D014
70.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D015
69.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D016
59.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D017
91.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D018
80.0,SH,Q4,SH20_MS,SH_CreatureFromTheBlackjackTable,D019
91.0,SH,Q5,SH10_MS,SH_04_choral,D005
99.0,SH,Q5,SH10_MS,SH_04_choral,D013
90.0,SH,Q5,SH10_MS,SH_04_choral,D014
86.0,SH,Q5,SH10_MS,SH_04_choral,D015
71.0,SH,Q5,SH10_MS,SH_04_choral,D016
38.0,SH,Q5,SH10_MS,SH_04_choral,D017
69.0,SH,Q5,SH10_MS,SH_04_choral,D018
36.0,SH,Q5,SH10_MS,SH_04_choral,D019
85.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D005
85.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D013
83.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D014
85.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D015
85.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D016
36.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D017
62.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D018
60.0,SH,Q5,SH10_MS,SH_13_glockenspiel,D019
72.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D005
79.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D013
77.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D014
95.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D015
80.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D016
31.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D017
85.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D018
100.0,SH,Q5,SH10_MS,SH_AmateurOnPurpose,D019
67.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D005
93.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D013
87.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D014
65.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D015
88.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D016
40.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D017
94.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D018
90.0,SH,Q5,SH10_MS,SH_CreatureFromTheBlackjackTable,D019
100.0,SH,Ref,reference,SH_04_choral,D005
100.0,SH,Ref,reference,SH_04_choral,D013
100.0,SH,Ref,reference,SH_04_choral,D014
100.0,SH,Ref,reference,SH_04_choral,D015
100.0,SH,Ref,reference,SH_04_choral,D016
100.0,SH,Ref,reference,SH_04_choral,D017
100.0,SH,Ref,reference,SH_04_choral,D018
100.0,SH,Ref,reference,SH_04_choral,D019
100.0,SH,Ref,reference,SH_13_glockenspiel,D005
100.0,SH,Ref,reference,SH_13_glockenspiel,D013
100.0,SH,Ref,reference,SH_13_glockenspiel,D014
100.0,SH,Ref,reference,SH_13_glockenspiel,D015
100.0,SH,Ref,reference,SH_13_glockenspiel,D016
100.0,SH,Ref,reference,SH_13_glockenspiel,D017
100.0,SH,Ref,reference,SH_13_glockenspiel,D018
100.0,SH,Ref,reference,SH_13_glockenspiel,D019
100.0,SH,Ref,reference,SH_AmateurOnPurpose,D005
100.0,SH,Ref,reference,SH_AmateurOnPurpose,D013
100.0,SH,Ref,reference,SH_AmateurOnPurpose,D014
100.0,SH,Ref,reference,SH_AmateurOnPurpose,D015
100.0,SH,Ref,reference,SH_AmateurOnPurpose,D016
100.0,SH,Ref,reference,SH_AmateurOnPurpose,D017
100.0,SH,Ref,reference,SH_AmateurOnPurpose,D018
80.0,SH,Ref,reference,SH_AmateurOnPurpose,D019
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D005
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D013
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D014
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D015
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D016
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D017
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D018
100.0,SH,Ref,reference,SH_CreatureFromTheBlackjackTable,D019
34.0,TM,LP3.5,LP35,TM_01b_trumpet,D005
40.0,TM,LP3.5,LP35,TM_01b_trumpet,D013
51.0,TM,LP3.5,LP35,TM_01b_trumpet,D014
10.0,TM,LP3.5,LP35,TM_01b_trumpet,D015
31.0,TM,LP3.5,LP35,TM_01b_trumpet,D016
8.0,TM,LP3.5,LP35,TM_01b_trumpet,D017
23.0,TM,LP3.5,LP35,TM_01b_trumpet,D018
20.0,TM,LP3.5,LP35,TM_01b_trumpet,D019
28.0,TM,LP3.5,LP35,TM_02_violin,D005
39.0,TM,LP3.5,LP35,TM_02_violin,D013
61.0,TM,LP3.5,LP35,TM_02_violin,D014
28.0,TM,LP3.5,LP35,TM_02_violin,D015
36.0,TM,LP3.5,LP35,TM_02_violin,D016
20.0,TM,LP3.5,LP35,TM_02_violin,D017
17.0,TM,LP3.5,LP35,TM_02_violin,D018
8.0,TM,LP3.5,LP35,TM_02_violin,D019
24.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D005
30.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D013
35.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D014
10.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D015
40.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D016
12.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D017
16.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D018
10.0,TM,LP3.5,LP35,TM_AmateurOnPurpose,D019
20.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D005
10.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D013
50.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D014
10.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D015
35.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D016
15.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D017
8.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D018
10.0,TM,LP3.5,LP35,TM_CreatureFromTheBlackjackTable,D019
43.0,TM,LP7,LP70,TM_01b_trumpet,D005
70.0,TM,LP7,LP70,TM_01b_trumpet,D013
60.0,TM,LP7,LP70,TM_01b_trumpet,D014
26.0,TM,LP7,LP70,TM_01b_trumpet,D015
64.0,TM,LP7,LP70,TM_01b_trumpet,D016
27.0,TM,LP7,LP70,TM_01b_trumpet,D017
53.0,TM,LP7,LP70,TM_01b_trumpet,D018
40.0,TM,LP7,LP70,TM_01b_trumpet,D019
37.0,TM,LP7,LP70,TM_02_violin,D005
70.0,TM,LP7,LP70,TM_02_violin,D013
69.0,TM,LP7,LP70,TM_02_violin,D014
48.0,TM,LP7,LP70,TM_02_violin,D015
70.0,TM,LP7,LP70,TM_02_violin,D016
28.0,TM,LP7,LP70,TM_02_violin,D017
54.0,TM,LP7,LP70,TM_02_violin,D018
50.0,TM,LP7,LP70,TM_02_violin,D019
34.0,TM,LP7,LP70,TM_AmateurOnPurpose,D005
48.0,TM,LP7,LP70,TM_AmateurOnPurpose,D013
47.0,TM,LP7,LP70,TM_AmateurOnPurpose,D014
29.0,TM,LP7,LP70,TM_AmateurOnPurpose,D015
51.0,TM,LP7,LP70,TM_AmateurOnPurpose,D016
17.0,TM,LP7,LP70,TM_AmateurOnPurpose,D017
43.0,TM,LP7,LP70,TM_AmateurOnPurpose,D018
20.0,TM,LP7,LP70,TM_AmateurOnPurpose,D019
32.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D005
48.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D013
60.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D014
29.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D015
44.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D016
21.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D017
27.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D018
20.0,TM,LP7,LP70,TM_CreatureFromTheBlackjackTable,D019
63.0,TM,Q1,TM3k,TM_01b_trumpet,D005
52.0,TM,Q1,TM3k,TM_01b_trumpet,D013
63.0,TM,Q1,TM3k,TM_01b_trumpet,D014
38.0,TM,Q1,TM3k,TM_01b_trumpet,D015
19.0,TM,Q1,TM3k,TM_01b_trumpet,D016
17.0,TM,Q1,TM3k,TM_01b_trumpet,D017
17.0,TM,Q1,TM3k,TM_01b_trumpet,D018
30.0,TM,Q1,TM3k,TM_01b_trumpet,D019
48.0,TM,Q1,TM3k,TM_02_violin,D005
20.0,TM,Q1,TM3k,TM_02_violin,D013
33.0,TM,Q1,TM3k,TM_02_violin,D014
6.0,TM,Q1,TM3k,TM_02_violin,D015
16.0,TM,Q1,TM3k,TM_02_violin,D016
18.0,TM,Q1,TM3k,TM_02_violin,D017
6.0,TM,Q1,TM3k,TM_02_violin,D018
10.0,TM,Q1,TM3k,TM_02_violin,D019
45.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D005
59.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D013
9.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D014
45.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D015
23.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D016
16.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D017
11.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D018
30.0,TM,Q1,TM3k,TM_AmateurOnPurpose,D019
49.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D005
22.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D013
46.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D014
24.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D015
20.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D016
20.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D017
18.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D018
30.0,TM,Q1,TM3k,TM_CreatureFromTheBlackjackTable,D019
72.0,TM,Q2,TM5k,TM_01b_trumpet,D005
67.0,TM,Q2,TM5k,TM_01b_trumpet,D013
78.0,TM,Q2,TM5k,TM_01b_trumpet,D014
51.0,TM,Q2,TM5k,TM_01b_trumpet,D015
37.0,TM,Q2,TM5k,TM_01b_trumpet,D016
23.0,TM,Q2,TM5k,TM_01b_trumpet,D017
43.0,TM,Q2,TM5k,TM_01b_trumpet,D018
60.0,TM,Q2,TM5k,TM_01b_trumpet,D019
58.0,TM,Q2,TM5k,TM_02_violin,D005
38.0,TM,Q2,TM5k,TM_02_violin,D013
43.0,TM,Q2,TM5k,TM_02_violin,D014
66.0,TM,Q2,TM5k,TM_02_violin,D015
30.0,TM,Q2,TM5k,TM_02_violin,D016
17.0,TM,Q2,TM5k,TM_02_violin,D017
24.0,TM,Q2,TM5k,TM_02_violin,D018
20.0,TM,Q2,TM5k,TM_02_violin,D019
51.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D005
60.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D013
33.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D014
52.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D015
43.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D016
17.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D017
30.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D018
40.0,TM,Q2,TM5k,TM_AmateurOnPurpose,D019
59.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D005
30.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D013
84.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D014
49.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D015
48.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D016
49.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D017
48.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D018
40.0,TM,Q2,TM5k,TM_CreatureFromTheBlackjackTable,D019
84.0,TM,Q3,TM7k,TM_01b_trumpet,D005
79.0,TM,Q3,TM7k,TM_01b_trumpet,D013
71.0,TM,Q3,TM7k,TM_01b_trumpet,D014
71.0,TM,Q3,TM7k,TM_01b_trumpet,D015
54.0,TM,Q3,TM7k,TM_01b_trumpet,D016
95.0,TM,Q3,TM7k,TM_01b_trumpet,D017
58.0,TM,Q3,TM7k,TM_01b_trumpet,D018
